IATA,Latitude,Longitude,
EZS,38.60689926,39.29140091,
FAE,62.06359863,-7.277219772,
FAI,64.81510162,-147.8560028,
FAO,37.01440048,-7.965909958,
FAR,46.92070007,-96.81580353,
FAT,36.77619934,-119.7180023,
FAV,-16.05410004,-145.6569977,
FAY,34.99119949,-78.88030243,
FBM,-11.59130001,27.53089905,
FCA,48.3105011,-114.2559967,
FCO,41.8002778,12.2388889,
FDF,14.5909996,-61.00320053,
FDH,47.67129898,9.511489868,
FEG,40.35879898,71.74500275,
FEN,-3.85493,-32.423302,
FEZ,33.9272995,-4.97796011,
FIH,-4.38575,15.4446,
FJR,25.11219978,56.32400131,
FKB,48.77939987,8.080499649,
FKI,0.481638998,25.33799934,
FKL,41.37789917,-79.86039734,
FKQ,-2.920190096,132.2669983,
FKS,37.22740173,140.4309998,
FLA,1.58919,-75.5644,
FLG,35.13850021,-111.6709976,
FLL,26.072599,-80.152702,
FLN,-27.67027855,-48.55250168,
FLO,34.1853981,-79.72389984,
FLR,43.810001,11.2051,
FLS,-40.09170151,147.9929962,
FLW,39.45529938,-31.13139915,
FMA,-26.2127,-58.2281,
FMM,47.98880005,10.23950005,
FMN,36.74119949,-108.2300034,
FMO,52.13460159,7.684830189,
FNA,8.61644,-13.1955,
FNC,32.697899,-16.7745,
FNI,43.75740051,4.416349888,
FNJ,39.224098,125.669998,
FNT,42.9654007,-83.74359894,
FOC,25.93510056,119.663002,
FOE,38.95090103,-95.66359711,
FON,10.478,-84.634499,
FOR,-3.776279926,-38.5326004,
FPO,26.55870056,-78.69560242,
FRA,50.033333,8.570556,
FRD,48.52199936,-123.0240021,
FRE,-8.1075,159.576996,
FRO,61.58359909,5.024720192,
FRS,16.91379929,-89.86640167,
FRU,43.06129837,74.4776001,
FRW,-21.1595993,27.47450066,
FSC,41.50059891,9.097780228,
FSD,43.58200073,-96.74189758,
FSM,35.33660126,-94.36740112,
FSP,46.76290131,-56.17309952,
FTA,-19.51639938,170.2319946,
FTE,-50.2803,-72.053101,
FTU,-25.03809929,46.95610046,
FUE,28.45269966,-13.86380005,
FUG,32.882157,115.734364,
FUJ,32.66630173,128.8329926,
FUK,33.58589935,130.451004,
FUN,-8.525,179.195999,
FUO,23.08329964,113.0699997,
FUT,-14.31140041,-178.0659943,
FWA,40.97850037,-85.19509888,
FYU,66.57150269,-145.25,
GAE,33.87689972,10.10330009,
GAF,34.42200089,8.822500229,
GAJ,38.41189957,140.3710022,
GAL,64.73619843,-156.9369965,
GAM,63.76679993,-171.7330017,
GAN,-0.693342,73.155602,
GAO,20.08530045,-75.15830231,
GAU,26.10610008,91.58589935,
GBB,40.826667,47.7125,
GBE,-24.555201,25.9182,
GBT,36.90940094,54.40129852,
GCC,44.34889984,-105.5390015,
GCH,30.33760071,50.82799912,
GCI,49.43500137,-2.601969957,
GCK,37.92750168,-100.723999,
GCM,19.2928009,-81.35769653,
GCN,35.95240021,-112.1470032,
GDE,5.935130119,43.57860184,
GDL,20.52179909,-103.310997,
GDN,54.37760162,18.46619987,
GDQ,12.51990032,37.43399811,
GDT,21.44449997,-71.14230347,
GDV,47.13869858,-104.8069992,
GDX,59.9109993,150.7200012,
GDZ,44.58209263,38.01248074,
GEA,-22.25830078,166.4730072,
GEG,47.61989975,-117.5339966,
GEL,-28.2817,-54.169102,
GEO,6.498549938,-58.2541008,
GES,6.058000088,125.0960007,
GET,-28.796101,114.707001,
GEV,67.13240051,20.81459999,
GFF,-34.25080109,146.0670013,
GFK,47.949299,-97.176102,
GFN,-29.75939941,153.0299988,
GGG,32.38399887,-94.71150208,
GGT,23.56259918,-75.87799835,
GGW,48.212502,-106.614998,
GHA,32.38410187,3.79411006,
GHB,25.28470039,-76.33100128,
GHT,25.14559937,10.14260006,
GIB,36.15119934,-5.34965992,
GIG,-22.80999947,-43.25055695,
GIL,35.91880035,74.33360291,
GIS,-38.66329956,177.9779968,
GIU,7.956669807,80.72850037,
GIZ,16.90110016,42.58580017,
GJA,16.4454,-85.906601,
GJT,39.12239838,-108.5270004,
GKA,-6.081689835,145.3919983,
GKK,0.7324,73.4336,
GLA,55.87189865,-4.433060169,
GLF,8.654009819,-83.18219757,
GLH,33.48289871,-90.98560333,
GLK,6.780829906,47.45470047,
GLO,51.89419937,-2.167220116,
GLT,-23.869699,151.223007,
GLV,64.55049896,-163.0070038,
GMA,3.235369921,19.77129936,
GMB,8.128760338,34.56309891,
GMO,10.29833333,10.89638889,
GMP,37.5583,126.791,
GMR,-23.07990074,-134.8899994,
GMZ,28.02960014,-17.21459961,
GND,12.00419998,-61.78620148,
GNM,-14.20820045,-42.74610138,
GNV,29.69009972,-82.27179718,
GNY,37.445663,38.895592,
GOA,44.4133,8.8375,
GOH,64.19090271,-51.67810059,
GOI,15.38080025,73.83139801,
GOJ,56.23009872,43.7840004,
GOM,-1.670809984,29.2385006,
GOP,26.73970032,83.4496994,
GOQ,36.4006,94.786102,
GOT,57.66279984,12.27980042,
GOU,9.335889816,13.37010002,
GOV,-12.26939964,136.8179932,
GPA,38.1511,21.4256,
GPB,-25.38750076,-51.52019882,
GPI,2.57013,-77.8986,
GPS,-0.453758001,-90.26589966,
GPT,30.40730095,-89.07009888,
GRB,44.48509979,-88.12960052,
GRI,40.96749878,-98.30960083,
GRJ,-34.0056,22.378902,
GRK,31.06719971,-97.8289032,
GRO,41.90100098,2.760550022,
GRP,-11.73960018,-49.13219833,
GRQ,53.11970139,6.579440117,
GRR,42.88079834,-85.52279663,
GRU,-23.43555641,-46.47305679,
GRW,39.09220123,-28.02980042,
GRX,37.18870163,-3.777359962,
GRZ,46.99110031,15.43959999,
GSE,57.7747,11.8704,
GSO,36.09780121,-79.93730164,
GSP,34.89569855,-82.21890259,
GST,58.4253006,-135.7070007,
GTE,-13.97500038,136.4600067,
GTF,47.48199844,-111.3710022,
GTO,0.637118995,122.8499985,
GTR,33.45029831,-88.59140015,
GUA,14.5833,-90.527496,
GUC,38.53390121,-106.9329987,
GUM,13.48340034,144.7960052,
GUR,-10.3114996,150.3339996,
GUW,47.12189865,51.82139969,
GVA,46.23809814,6.108950138,
GVR,-18.89520073,-41.98220062,
GWD,25.23329926,62.32949829,
GWL,26.29330063,78.22779846,
GWT,54.91320038,8.340470314,
GXF,15.96609974,48.78829956,
GXH,34.8105,102.6447,
GYA,-10.82059956,-65.34559631,
GYD,40.46749878,50.04669952,
GYE,-2.15741992,-79.88359833,
GYN,-16.63199997,-49.22069931,
GYS,32.39110184,105.7020035,
GZO,-8.097780228,156.8639984,
GZP,36.299217,32.300598,
GZT,36.94720078,37.47869873,
HAA,70.48670197,22.13969994,
HAC,33.11500168,139.7859955,
HAD,56.69110107,12.82019997,
HAH,-11.5337,43.2719,
HAJ,52.46110153,9.685079575,
HAK,19.93490028,110.4589996,
HAM,53.63040161,9.988229752,
HAN,21.22120094,105.8069992,
HAQ,6.744229794,73.17050171,
HAS,27.437901,41.686298,
HAU,59.34529877,5.208360195,
HAV,22.98920059,-82.40910339,
HBA,-42.83610153,147.5099945,
HBE,30.91769981,29.69639969,
HBX,15.36170006,75.0848999,
HCR,62.18830109,-159.7749939,
HDF,53.87870026,14.15229988,
HDG,36.52583333,114.4255556,
HDM,34.86920166,48.55250168,
HDN,40.48120117,-107.2180023,
HDS,-24.36860085,31.04870033,
HDY,6.933209896,100.3929977,
HEA,34.20999908,62.22829819,
HEH,20.74699974,96.79199982,
HEK,50.17162094,127.3088837,
HEL,60.31719971,24.9633007,
HER,35.33969879,25.18029976,
HET,40.851398,111.823997,
HFA,32.80939865,35.04309845,
HFE,31.78000069,117.2979965,
HFS,60.02009964,13.57890034,
HFT,70.67970276,23.66860008,
HGA,9.518170357,44.08879852,
HGH,30.22949982,120.4339981,
HGN,19.30130005,97.97579956,
HGR,39.707901,-77.72949982,
HGU,-5.826789856,144.2960052,
HHH,32.22439957,-80.69750214,
HHN,49.9487,7.26389,
HIA,33.79083333,119.125,
HIB,47.38660049,-92.83899689,
HID,-10.58640003,142.2899933,
HIJ,34.43610001,132.9190063,
HIN,35.088591,128.071747,
HIR,-9.42800045,160.0549927,
HJJ,27.44111111,109.7,
HJR,24.81719971,79.91860199,
HKD,41.77000046,140.8220062,
HKG,22.308901,113.915001,
HKK,-42.71360016,170.9850006,
HKN,-5.462170124,150.4049988,
HKT,8.1132,98.316902,
HLA,-25.93849945,27.92609978,
HLD,49.20500183,119.8249969,
HLH,46.195333,122.008333,
HLN,46.60680008,-111.9830017,
HLZ,-37.86669922,175.3320007,
HMA,61.0284996,69.08609772,
HMB,26.342778,31.742778,
HME,31.67300034,6.140439987,
HMI,42.8414,93.669197,
HMO,29.09589958,-111.0479965,
HMV,65.80609894,15.08279991,
HNA,39.42860031,141.1349945,
HND,35.552299,139.779999,
HNH,58.0961,-135.410111,
HNL,21.32062,-157.924228,
HNM,20.79560089,-156.0140076,
HNS,59.24380112,-135.5240021,
HOB,32.6875,-103.2170029,
HOD,14.75300026,42.97629929,
HOE,20.25729942,100.4369965,
HOF,25.2852993,49.48519897,
HOG,20.78560066,-76.31510162,
HOI,-18.07480049,-140.9459991,
HOM,59.64559937,-151.477005,
HON,44.3852005,-98.22850037,
HOR,38.51990128,-28.71590042,
HOT,34.47800064,-93.09619904,
HOU,29.64539909,-95.27890015,
HOV,62.18000031,6.074100018,
HPB,61.52389908,-166.1470032,
HPH,20.81940079,106.7249985,
HPN,41.06700134,-73.70760345,
HRB,45.62340164,126.25,
HRE,-17.931801,31.0928,
HRG,27.17830086,33.79940033,
HRI,6.284467,81.124128,
HRK,49.92480087,36.29000092,
HRL,26.22850037,-97.65440369,
HRM,32.93040085,3.311539888,
HRO,36.26150131,-93.15470123,
HSG,33.14970016,130.302002,
HSL,65.69789886,-156.3509979,
HSN,29.93420029,122.3619995,
HSV,34.6371994,-86.77510071,
HTA,52.026299,113.306,
HTI,-20.35810089,148.9519959,
HTN,37.03850174,79.86489868,
HTS,38.36669922,-82.55799866,
HTY,36.36277771,36.28222275,
HUH,-16.68720055,-151.0220032,
HUI,16.4015007,107.7030029,
HUN,24.0230999,121.6179962,
HUS,66.04109955,-154.2630005,
HUU,-9.878809929,-76.20480347,
HUX,15.7753,-96.262604,
HUY,53.57440186,-0.350832999,
HVB,-25.31889915,152.8800049,
HVD,47.95410156,91.62819672,
HVG,71.00969696,25.98360062,
HVN,41.26369858,-72.88680267,
HVR,48.54299927,-109.762001,
HYA,41.66930008,-70.28040314,
HYD,17.23131752,78.42985535,
HYG,55.20629883,-132.8280029,
HYN,28.56220055,121.4290009,
HZH,26.32217,109.1499,
IAA,67.43720245,86.62190247,
IAD,38.94449997,-77.45580292,
IAG,43.1072998,-78.94619751,
IAH,29.9843998,-95.34140015,
IAM,28.0515,9.64291,
IAN,66.97599792,-160.4369965,
IAO,9.8591,126.014,
IAR,57.56069946,40.15739822,
IAS,47.17850113,27.62059975,
IBA,7.362460136,3.978329897,
IBE,4.42161,-75.1333,
IBR,36.18109894,140.4149933,
IBZ,38.8728981,1.37311995,
ICI,-17.74329948,-179.3419952,
ICN,37.46910095,126.4509964,
ICT,37.649899,-97.433098,
IDA,43.514599,-112.070999,
IDR,22.72179985,75.80110168,
IEV,50.40194,30.45194,
IFJ,66.05809784,-23.13529968,
IFN,32.75080109,51.86130142,
IFO,48.88420105,24.68610001,
IGA,20.97500038,-73.66690063,
IGD,39.97662735,43.87664795,
IGG,59.32400131,-155.9019928,
IGR,-25.737301,-54.4734,
IGU,-25.60027885,-54.48500061,
IIL,33.58660126,46.40480042,
IJK,56.8280983,53.45750046,
IKA,35.41609955,51.15219879,
IKI,33.74900055,129.7850037,
IKO,52.9416008,-168.848999,
IKS,71.6977005,128.9029999,
IKT,52.26800156,104.3889999,
ILD,41.728185,0.535023,
ILG,39.67869949,-75.60649872,
ILI,59.75439835,-154.9109955,
ILM,34.27059937,-77.90260315,
ILO,10.833017,122.493358,
ILP,-22.58889961,167.4559937,
ILR,8.440210342,4.493919849,
ILY,55.68190002,-6.256669998,
IMF,24.76000023,93.896698,
IMP,-5.53129,-47.459999,
IMT,45.81840134,-88.11450195,
IND,39.7173,-86.294403,
INH,-23.87639999,35.40850067,
INL,48.56620026,-93.40309906,
INN,47.260201,11.344,
INU,-0.547458,166.919006,
INV,57.54249954,-4.047500134,
INZ,27.25099945,2.512020111,
IOA,39.69639969,20.82250023,
IOM,54.08330154,-4.623889923,
IOS,-14.81599998,-39.03319931,
IPA,-18.856389,169.283333,
IPC,-27.16480064,-109.4219971,
IPH,4.567969799,101.0920029,
IPI,0.861925,-77.6718,
IPL,32.83420181,-115.5790024,
IPN,-19.47069931,-42.48759842,
IPT,41.2417984,-76.9210968,
IQN,35.799702,107.602997,
IQQ,-20.53520012,-70.1812973,
IQT,-3.784739971,-73.30879974,
IRA,-10.44970036,161.897995,
IRC,65.830498,-144.076008,
IRG,-12.7869,143.304993,
IRJ,-29.38159943,-66.79579926,
IRK,40.09349823,-92.54489899,
IRP,2.827610016,27.5883007,
IRZ,-0.3786,-64.9923,
ISA,-20.66390038,139.4889984,
ISB,33.560713,72.851613,
ISC,49.91329956,-6.291669846,
ISE,37.85540009,30.36840057,
ISG,24.396389,124.245,
ISN,48.17789841,-103.6419983,
ISP,40.79520035,-73.10019684,
IST,41.275278,28.751944,
ISU,35.5617485,45.31673813,
ITB,-4.242340088,-56.0007019,
ITH,42.49100113,-76.45839691,
ITM,34.78549957,135.4380035,
ITO,19.72139931,-155.0480042,
IUE,-19.07903099,-169.9255981,
IVC,-46.41239929,168.3130035,
IVL,68.6072998,27.40530014,
IWJ,34.67639923,131.7899933,
IWK,34.143902,132.235992,
IXA,23.88699913,91.24040222,
IXB,26.68120003,88.32859802,
IXC,30.67350006,76.78849792,
IXD,25.44009972,81.73390198,
IXE,12.9612999,74.89009857,
IXG,15.85929966,74.61830139,
IXJ,32.68909836,74.83740234,
IXL,34.13589859,77.54650116,
IXM,9.83450985,78.09339905,
IXR,23.31430054,85.32170105,
IXS,24.91290092,92.97869873,
IXU,19.86269951,75.39810181,
IXZ,11.64120007,92.72969818,
IZA,-21.5130558,-43.17305756,
IZO,35.41360092,132.8899994,
JAC,43.6072998,-110.737999,
JAI,26.8242,75.812202,
JAL,19.47509956,-96.79750061,
JAN,32.31119919,-90.07589722,
JAU,-11.78310013,-75.4733963,
JAV,69.24320221,-51.05709839,
JAX,30.49410057,-81.68789673,
JBQ,18.57250023,-69.98560333,
JBR,35.83169937,-90.64640045,
JCB,-27.17140007,-51.55329895,
JCK,-20.66830063,141.7230072,
JDH,26.25110054,73.04889679,
JDO,-7.218959808,-39.27009964,
JDZ,29.33860016,117.1760025,
JED,21.6796,39.156502,
JEG,68.72180176,-52.78469849,
JER,49.207901,-2.195509911,
JFK,40.63980103,-73.77890015,
JFR,61.99219894,-49.66249847,
JGA,22.46549988,70.01260376,
JGD,50.371389,124.1175,
JGN,39.856899,98.3414,
JGS,26.85689926,114.7369995,
JHB,1.64131,103.669998,
JHG,21.97389984,100.7600021,
JHM,20.96290016,-156.6730042,
JHS,66.95130157,-53.72930145,
JHW,42.15340042,-79.25800323,
JIB,11.54730034,43.15950012,
JIC,38.54222222,102.3483333,
JIJ,9.3325,42.9121,
JIK,37.68270111,26.3470993,
JIM,7.666090012,36.8166008,
JIQ,29.51333333,108.8311111,
JIU,29.476944,115.801111,
JJN,24.7964,118.589996,
JJU,60.71568416,-46.02991864,
JKG,57.75759888,14.06869984,
JKH,38.34320068,26.1406002,
JKL,36.9632988,26.94059944,
JKR,26.70879936,85.92240143,
JLN,37.15179825,-94.49829865,
JLR,23.17779922,80.05200195,
JMK,37.43510056,25.34810066,
JMU,46.84339905,130.4649963,
JNB,-26.1392,28.246,
JNG,35.292778,116.346667,
JNN,60.14188398,-45.23297668,
JNS,60.91728273,-46.05992317,
JNU,58.35499954,-134.576004,
JNX,37.08110046,25.36809921,
JNZ,41.10139847,121.0619965,
JOE,62.66289902,29.60750008,
JOG,-7.788179874,110.4319992,
JOI,-26.22450066,-48.79740143,
JOL,6.05366993,121.0110016,
JOS,9.639829636,8.869050026,
JPA,-7.145833015,-34.94861221,
JPR,-10.87080002,-61.8465004,
JQA,70.73419952,-52.69620132,
JQE,7.517779827,-78.15720367,
JRO,-3.429409981,37.07450104,
JSH,35.21609879,26.10129929,
JSI,39.17710114,23.50370026,
JSR,23.18379974,89.16079712,
JST,40.31610107,-78.83390045,
JSU,65.41249847,-52.93939972,
JSY,37.42279816,24.95089912,
JTC,-22.16685914,-49.05028667,
JTR,36.39920044,25.47929955,
JTY,36.57989883,26.37579918,
JUB,4.872010231,31.60110092,
JUH,30.7403,117.6856,
JUJ,-24.392799,-65.097801,
JUL,-15.46710014,-70.15820313,
JUV,72.79019928,-56.13059998,
JUZ,28.965799,118.899002,
JXA,45.293,131.193,
JYV,62.3995018,25.67830086,
JZH,32.85333333,103.6822222,
KAA,-10.2166996,31.13330078,
KAD,10.6960001,7.320109844,
KAJ,64.28549957,27.69239998,
KAL,64.31909943,-158.7409973,
KAN,12.0476,8.52462,
KAO,65.98760223,29.23940086,
KAT,-35.06999969,173.2850037,
KAW,10.04930019,98.53800201,
KAZ,1.185279965,127.8960037,
KBL,34.565899,69.212303,
KBP,50.34500122,30.8946991,
KBR,6.16685009,102.2929993,
KBV,8.09912014,98.98619843,
KCA,41.677856,82.872917,
KCH,1.484699965,110.3470001,
KCK,57.773,108.064,
KCM,37.53882599,36.95352173,
KCO,40.73500061,30.08329964,
KCT,5.99368,80.32029724,
KCZ,33.546101,133.669006,
KDH,31.50580025,65.84780121,
KDI,-4.081610203,122.4179993,
KDM,0.488130987,72.99690247,
KDO,1.85916996,73.52189636,
KDU,35.33549881,75.53600311,
KDV,-19.05809975,178.1569977,
KEF,63.98500061,-22.60560036,
KEJ,55.27009964,86.10720062,
KEM,65.77870178,24.58209991,
KEP,28.10359955,81.66699982,
KER,30.27440071,56.9510994,
KET,21.3015995,99.63600159,
KEW,52.99110031,-92.83640289,
KFP,54.84740067,-163.4100037,
KFS,41.31420135,33.79579926,
KGA,-5.900050163,22.46920013,
KGC,-35.71390152,137.5209961,
KGD,54.88999939,20.59259987,
KGE,-7.3305,157.585,
KGF,49.67079926,73.33439636,
KGI,-30.7894001,121.461998,
KGL,-1.96863,30.1395,
KGP,62.19039917,74.53379822,
KGS,36.79330063,27.0916996,
KGT,30.1575,101.734722,
KHD,33.4353981,48.28290176,
KHG,39.54290009,76.01999664,
KHH,22.57710075,120.3499985,
KHI,24.9065,67.160797,
KHN,28.86499977,115.9000015,
KHS,26.17099953,56.24060059,
KHV,48.52799988,135.1880035,
KHY,38.42750168,44.97359848,
KID,55.92169952,14.08549976,
KIF,53.01250076,-89.8553009,
KIH,26.52619934,53.98020172,
KIJ,37.95589828,139.1210022,
KIM,-28.80279922,24.76519966,
KIN,17.93569946,-76.78749847,
KIR,52.18090057,-9.523779869,
KIS,-0.086139001,34.72890091,
KIT,36.27429962,23.0170002,
KIV,46.92770004,28.93099976,
KIX,34.4272995,135.2440033,
KJA,56.172901,92.493301,
KKA,64.9394989,-161.154007,
KKC,16.46660042,102.7839966,
KKE,-35.26279831,173.9120026,
KKH,59.96080017,-162.8809967,
KKJ,33.84590149,131.0350037,
KKN,69.72579956,29.8913002,
KKR,-15.66329956,-146.8849945,
KLG,61.53630066,-160.3410034,
KLN,57.53509903,-153.9779968,
KLO,11.67940044,122.3759995,
KLR,56.6855011,16.28759956,
KLU,46.642502,14.3377,
KLV,50.20299911,12.91499996,
KLW,55.57920074,-133.076004,
KLX,37.06829834,22.02549934,
KME,-2.462239981,28.90789986,
KMG,25.1019444,102.9291667,
KMI,31.87719917,131.4490051,
KMJ,32.83729935,130.8549957,
KMQ,36.39459991,136.4069977,
KMS,6.714560032,-1.590819955,
KND,-2.919179916,25.91539955,
KNG,-3.644520044,133.6959991,
KNH,24.4279,118.359001,
KNQ,-21.05430031,164.8370056,
KNS,-39.87749863,143.878006,
KNU,26.404301,80.410103,
KNX,-15.77810001,128.7079926,
KOA,19.738783,-156.045603,
KOC,-20.54630089,164.2559967,
KOE,-10.17160034,123.6709976,
KOI,58.95780182,-2.904999971,
KOJ,31.80340004,130.7189941,
KOK,63.72119904,23.14310074,
KOO,-5.39444,26.99,
KOP,17.38380051,104.6429977,
KOS,10.57970047,103.637001,
KOT,63.0306015,-163.5330048,
KOV,53.329102,69.594597,
KOW,25.853333,114.778889,
KPN,59.93299866,-164.0310059,
KPO,35.987955,129.420383,
KPV,55.905998,-159.162993,
KQA,54.13377044,-165.7788956,
KQT,37.86640167,68.86470032,
KRF,63.04859924,17.76889992,
KRK,50.077702,19.7848,
KRL,41.69779968,86.12889862,
KRN,67.8219986,20.33679962,
KRO,55.47529984,65.41560364,
KRP,56.29750061,9.124629974,
KRR,45.03469849,39.17050171,
KRS,58.204201,8.08537,
KRT,15.58950043,32.55319977,
KRY,45.46655,84.9527,
KSA,5.35698,162.957993,
KSC,48.6631012,21.24110031,
KSD,59.44469833,13.33740044,
KSE,0.182999998,30.10000038,
KSF,51.417273,9.384967,
KSH,34.34590149,47.15810013,
KSJ,35.42139816,26.90999985,
KSM,62.0605011,-163.302002,
KSN,53.20690155,63.5503006,
KSO,40.44630051,21.28219986,
KSQ,38.83359909,65.92150116,
KSU,63.11180115,7.824520111,
KSY,40.56219864,43.11500168,
KTA,-20.71220016,116.7730026,
KTE,4.537220001,103.427002,
KTG,-1.816640019,109.9629974,
KTL,0.971988976,34.95859909,
KTM,27.6966,85.3591,
KTN,55.35559845,-131.7140045,
KTS,65.33129883,-166.4660034,
KTT,67.7009964,24.84679985,
KTW,50.4743,19.08,
KUA,3.77538991,103.2089996,
KUD,6.922500134,116.8359985,
KUF,53.50490189,50.16429901,
KUH,43.04100037,144.1929932,
KUK,60.87440109,-162.5240021,
KUL,2.745579958,101.7099991,
KUN,54.96390152,24.08480072,
KUO,63.00709915,27.79780006,
KUT,42.17670059,42.48260117,
KUU,31.87669945,77.15440369,
KUV,35.90380096,126.6159973,
KVA,40.91329956,24.61919975,
KVC,55.11629868,-162.2660065,
KVD,40.73770142,46.31760025,
KVG,-2.579400063,150.8079987,
KVK,67.46330261,33.5882988,
KVL,67.73619843,-164.5630035,
KVX,58.50329971,49.34830093,
KWA,8.72012043,167.7319946,
KWE,26.53849983,106.8010025,
KWI,29.22660065,47.96889877,
KWJ,35.123173,126.805444,
KWK,59.876499,-163.169005,
KWL,25.21809959,110.0390015,
KWM,-15.48560047,141.7510071,
KWN,59.7551,-161.845,
KWT,60.79029846,-161.4440002,
KYA,37.979,32.561901,
KYP,19.42639923,93.53479767,
KYU,64.87609863,-157.727005,
KYZ,51.66939926,94.40059662,
KZN,55.60620117,49.27870178,
KZO,44.706902,65.592499,
KZR,39.113079,30.128111,
KZS,36.14170074,29.57640076,
LAD,-8.85837,13.2312,
LAE,-6.569803,146.725977,
LAI,48.754398,-3.47166,
LAM,35.87979889,-106.2689972,
LAN,42.77870178,-84.58740234,
LAO,18.17810059,120.5319977,
LAP,24.0727005,-110.3619995,
LAQ,32.7887001,21.96430016,
LAR,41.31209946,-105.6750031,
LAS,36.08010101,-115.1520004,
LAU,-2.252419949,40.9131012,
LAW,34.56769943,-98.41660309,
LAX,33.94250107,-118.4079971,
LAZ,-13.26210022,-43.40810013,
LBA,53.86589813,-1.660570025,
LBB,33.663601,-101.822998,
LBC,53.80540085,10.71920013,
LBD,40.2154007,69.69470215,
LBE,40.27590179,-79.40480042,
LBF,41.12620163,-100.6839981,
LBJ,-8.48666,119.889,
LBL,37.0442009,-100.9599991,
LBS,-16.4666996,179.3399963,
LBU,5.300680161,115.25,
LBV,0.458600014,9.412280083,
LCA,34.87509918,33.62490082,
LCE,15.7425,-86.852997,
LCG,43.302101,-8.37726,
LCH,30.12610054,-93.22329712,
LCK,39.813801,-82.927803,
LCX,25.67469978,116.7470016,
LCY,51.505299,0.055278,
LDB,-23.33359909,-51.13010025,
LDE,43.17869949,-0.006439,
LDH,-31.53829956,159.0769959,
LDS,47.75205556,129.019125,
LDU,5.032249928,118.3239975,
LDY,55.0428009,-7.161109924,
LEA,-22.23559952,114.0889969,
LEB,43.62609863,-72.30419922,
LEC,-12.4822998,-41.27700043,
LED,59.8003006,30.26250076,
LEH,49.53390121,0.088055998,
LEI,36.84389877,-2.370100021,
LEJ,51.423889,12.236389,
LEN,42.5890007,-5.655560017,
LEQ,50.102798,-5.67056,
LET,-4.19355,-69.9432,
LEX,38.03649902,-84.60590363,
LFM,27.37269974,53.18880081,
LFR,8.239167213,-72.27102661,
LFT,30.20529938,-91.98760223,
LFW,6.165609837,1.254510045,
LGA,40.77719879,-73.87259674,
LGB,33.81769943,-118.1520004,
LGG,50.63740158,5.443220139,
LGI,23.17900085,-75.09359741,
LGK,6.329730034,99.72869873,
LGL,3.421000004,115.1539993,
LGP,13.1575,123.735,
LGW,51.148102,-0.190278,
LHE,31.52160072,74.4036026,
LHR,51.4706,-0.461941,
LHW,36.51520157,103.6200027,
LIF,-20.77479935,167.2400055,
LIG,45.8628006,1.179440022,
LIH,21.97599983,-159.3390045,
LIL,50.563332,3.086886,
LIM,-12.0219,-77.114305,
LIN,45.445099,9.27674,
LIR,10.5933,-85.544403,
LIS,38.7813,-9.13592,
LIT,34.72940063,-92.22429657,
LJA,-3.417000055,23.45000076,
LJG,26.68000031,100.2460022,
LJU,46.223701,14.4576,
LKB,-18.19919968,-178.8170013,
LKG,4.204120159,34.34820175,
LKH,3.299999952,114.7829971,
LKL,70.06880188,24.9734993,
LKN,68.15249634,13.6093998,
LKO,26.76059914,80.88929749,
LLA,65.54380035,22.12199974,
LLB,25.4525,107.961667,
LLF,26.338661,111.610043,
LLI,11.97500038,38.97999954,
LLK,38.74639893,48.81800079,
LLU,60.46445,-45.56917,
LLW,-13.7894001,33.78099823,
LMA,63.886002,-152.302002,
LMM,25.68519974,-109.0810013,
LMN,4.808300018,115.0100021,
LMP,35.497898,12.6181,
LMT,42.156101,-121.733002,
LNB,-16.58419991,168.1589966,
LNE,-15.86559963,168.1719971,
LNJ,23.73810005,100.0250015,
LNK,40.85100174,-96.75920105,
LNS,40.12170029,-76.2960968,
LNY,20.78560066,-156.951004,
LNZ,48.2332,14.1875,
LOD,-15.30669975,167.9669952,
LOE,17.43910027,101.7220001,
LOH,-3.99589,-79.371902,
LOK,3.121969938,35.6086998,
LOP,-8.757322,116.276675,
LOS,6.577370167,3.321160078,
LPA,27.93190002,-15.38659954,
LPB,-16.51329994,-68.19229889,
LPD,-1.32861,-69.5797,
LPI,58.40620041,15.68050003,
LPL,53.33359909,-2.849720001,
LPM,-16.4611228,167.829253,
LPP,61.044601,28.144743,
LPQ,19.89730072,102.1610031,
LPS,48.48389816,-122.9380035,
LPT,18.27090073,99.5042038,
LPY,45.08069992,3.7628901,
LQM,-0.182278,-74.7708,
LRD,27.54380035,-99.46160126,
LRE,-23.43420029,144.2799988,
LRH,46.17919922,-1.195279956,
LRM,18.45070076,-68.91179657,
LRR,27.67469978,54.38330078,
LRS,37.184898,26.800301,
LRT,47.76060104,-3.440000057,
LSC,-29.916201,-71.199501,
LSE,43.879002,-91.256699,
LSI,59.87889862,-1.295560002,
LSP,11.78077507,-70.15149689,
LST,-41.54529953,147.2140045,
LSY,-28.83029938,153.2599945,
LTD,30.15169907,9.715310097,
LTI,46.37639999,96.22109985,
LTN,51.87469864,-0.368333012,
LTO,25.98920059,-111.3479996,
LTX,-0.906833,-78.615799,
LUD,-26.68740082,15.24289989,
LUG,46.00429916,8.910579681,
LUH,30.85470009,75.95259857,
LUK,39.10329819,-84.41860199,
LUM,24.4011,98.5317,
LUN,-15.33080006,28.45260048,
LUO,-11.76809978,19.89769936,
LUQ,-33.27320099,-66.35639954,
